Rating,App,Category,Reviews,Installs,Type,Price,Content Rating,Current Ver,Android Ver,SizeInMB,Genre1,Genre2,DateLastUpdated
4.9,Pediatric Nursing,Medical,14,100,Free,0,Everyone,PN.1.0,4.0.3,7,Medical,,13/07/2018
4.9,Period Tracker,Medical,100082,1000000,Free,0,Everyone,1.2.2,4.1,3.7,Medical,,09/07/2018
4.9,PixPanda - Color by Number Pixel Art Coloring Book,Family,55723,1000000,Free,0,Everyone,3.3,4.0.3,14,Entertainment,,04/06/2018
4.9,Sago Mini Hat Maker,Education,11,1000,Paid,3.99,Everyone,1,4.0.3,63,Education,Pretend Play,24/07/2017
4.9,Sai Baba - Sabka Malik Ek,Productivity,42,1000,Free,0,Everyone,1.4,4,38,Productivity,,26/05/2018
4.9,Sanu Ek Pal Chain Song Videos - RAID Movie Songs,Family,11,5000,Free,0,Everyone,1.2.8,4.0.3,4.3,Entertainment,,08/03/2018
4.9,Sisense Mobile BI,Business,23,1000,Free,0,Everyone,2.4.1,4.1,28,Business,,30/04/2018
4.9,Six Pack in 30 Days - Abs Workout,Health and fitness,272172,10000000,Free,0,Everyone,1.0.2,4.2,13,Health & Fitness,,21/06/2018
4.9,Six Pack in 30 Days - Abs Workout,Health and fitness,272337,10000000,Free,0,Everyone,1.0.2,4.2,13,Health & Fitness,,21/06/2018
4.9,Solitaire: Decked Out Ad Free,Game,37302,500000,Free,0,Everyone,1.3.3,4.1,35,Card,,08/05/2017
4.9,Sufara.ba,Family,285,10000,Free,0,Everyone,1.0.5,4.4,25,Education,,05/01/2018
4.9,The Room: Old Sins,Game,21119,100000,Paid,4.99,Everyone,1.0.1,4.4,48,Puzzle,,18/04/2018
4.9,Tickets + PDA 2018 Exam,Auto and vehicles,197136,1000000,Free,0,Everyone,8.31,4.1,38,Auto & Vehicles,,15/07/2018
4.9,Tickets SDA 2018 and Exam from the State Traffic Safety Inspectorate with Drom.ru,Auto and vehicles,10479,100000,Free,0,Everyone,1.7.1,4,33,Auto & Vehicles,,18/07/2018
4.9,Tour BD (Bahir Dar Map),Maps and navigation,49,100,Free,0,Everyone,2,4.2,3.9,Maps & Navigation,,16/10/2017
4.9,Tuberculose Dz,Medical,26,1000,Free,0,Everyone,1.0.7,4.1,6.1,Medical,,06/11/2016
4.9,VetCode,Medical,28,5000,Free,0,Everyone,1,4.4,5.7,Medical,,07/07/2018
4.9,Wallpaper.cz,Photography,7,100,Free,0,Everyone,1.2.0,3,2.2,Photography,,11/07/2015
4.9,White Noise for Baby,Parenting,717,100000,Free,0,Everyone,1.6.0,4.1,6.6,Parenting,,30/12/2017
4.9,Word Hunt,Game,59,500,Free,0,Everyone,1,4.4,21,Word,,22/06/2018
4.9,DQSalmaan - A fan made App,Family,707,10000,Free,0,Everyone,1.5,4.1,6,Entertainment,,04/02/2018
4.9,DS,Family,15,100,Free,0,Everyone,1,2.3,23,Casual,,19/01/2016
4.9,Duaa Ek Ibaadat,Books and reference,122,5000,Free,0,Everyone,1.5,2.2,26,Books & Reference,,10/04/2016
4.9,DW Audio,Family,38,1000,Free,0,Everyone,0.9.0,4.1,5,Education,,16/06/2017
4.9,eBoox new: Reader for fb2 epub zip books,Books and reference,2739,50000,Free,0,Everyone,2,3,21,Books & Reference,,17/07/2018
4.9,EC Tax,Finance,8,500,Free,0,Everyone,1.2,4.0.3,3.1,Finance,,09/02/2018
4.9,DF-Server Mobile,Productivity,17,100,Free,0,Everyone,1.0.0,4.4,76,Productivity,,07/06/2016
4.9,Diabetes mellitus (DM) from zero to hero,Medical,18,1000,Free,0,Everyone,1,4.3,3,Medical,,17/01/2018
4.9,DMV Permit Practice Test 2018 Edition,Auto and vehicles,6090,100000,Free,0,Everyone,1.7,4.2,27,Auto & Vehicles,,03/07/2018
4.9,Doctor Finder CY,Medical,57,1000,Free,0,Everyone,1.7,3,6.1,Medical,,11/11/2015
4.9,CDL Practice Test 2018 Edition,Auto and vehicles,7774,100000,Free,0,Everyone,1.7,4.2,17,Auto & Vehicles,,03/07/2018
4.8,"Town of Princeton, BC",Productivity,4,100,Free,0,Everyone,3.3.8,4,31,Productivity,,25/06/2018
4.9,BTS j-hope LINE Launcher theme,Personalization,934,10000,Free,0,Everyone,4.1,4.0.3,3.8,Personalization,,17/10/2014
4.9,Burnley FC,Sports,195,5000,Free,0,Everyone,2018.8.1,4.4,29,Sports,,01/08/2018
4.9,Business Intelligence & Data,Family,7,1000,Free,0,Everyone,1,2,3.5,Education,,26/07/2016
4.9,Business Mitra (BM),Business,13,100,Free,0,Everyone,1.11.1prod,4.0.3,5.3,Business,,12/07/2018
4.8,Wordscapes,Game,230710,10000000,Free,0,Everyone,1.0.47,4.1,87,Word,,02/08/2018
4.8,Wordscapes,Game,230727,10000000,Free,0,Everyone,1.0.47,4.1,87,Word,,02/08/2018
4.8,Wordscapes,Game,230849,10000000,Free,0,Everyone,1.0.47,4.1,87,Word,,02/08/2018
4.8,World Racers family board game,Family,4,100,Paid,0.99,Everyone,1.1,5.1,42,Board,Pretend Play,03/09/2015
4.8,X Launcher Pro - IOS Style Theme & Control Center,Art and design,1216,10000,Paid,1.99,Everyone,1.0.0,4.1,8.6,Art & Design,,26/06/2018
4.8,"Yoriza Pension - travel, lodging, pension, camping, caravan, pool villas accommodation discount",Travel and local,17882,1000000,Free,0,Everyone,3.4.5,5,86,Travel & Local,,03/08/2018
4.9,Ã‰galitÃ© et RÃ©conciliation,News and magazines,58,500,Paid,2.99,Everyone,1.1.1,5,3.8,News & Magazines,,26/05/2018
4.9,Aaj Bangla: ei samay er khobor,News and magazines,34,1000,Free,0,Everyone,6.7,2.3,3.8,News & Magazines,,15/01/2017
4.9,AK Lodi Films,Video players,23,100,Free,0,Everyone,1.1,4,2.1,Video Players & Editors,,11/08/2015
4.9,Alex Fuel Calculator for EK,Tools,19,500,Free,0,Everyone,1.8,2.1,3.3,Tools,,15/06/2018
4.9,AO/OTA Fracture Classification,Medical,25,5000,Free,0,Everyone,1,5,46,Medical,,17/04/2018
4.9,Aquarium Co-Op Podcast,Lifestyle,206,1000,Free,0,Everyone,2.3.13,4.2,3.9,Lifestyle,,20/06/2017
4.9,BatControl Pro,Tools,83,500,Paid,3.99,Everyone,2.0.0,5,3.1,Tools,,01/06/2018
4.9,BD Internet Package Activator,News and magazines,13,100,Free,0,Everyone,1.2,4.0.3,2.3,News & Magazines,,09/03/2018
4.9,Be My Eyes - Helping the blind,Lifestyle,8418,500000,Free,0,Everyone,1.2.9,4.4,21,Lifestyle,,11/07/2018
4.9,BG Future School,Family,16,100,Free,0,Everyone,1,4.0.3,10,Education,,22/07/2017
4.9,BM Pharmacy,Health and fitness,42,1000,Free,0,Everyone,1.5.12,4.1,18,Health & Fitness,,11/06/2018
4.9,"Borneo Bible, BM Bible",Books and reference,659,10000,Free,0,Everyone,4.4.5,4,5,Books & Reference,,28/08/2017
4.9,Br Browser,Social,29,500,Free,0,Everyone,5,5,2.5,Social,,20/03/2018
4.9,Br Shafi,Family,1288,10000,Free,0,Everyone,1,4.1,26,Education,,11/07/2018
5,AC DC Power Monitor,Lifestyle,1,10,Paid,3.04,Everyone,1.2,2.3,1.2,Lifestyle,,29/05/2016
5,ADS-B Driver,Tools,2,100,Paid,1.99,Everyone,1.19,4.4,6.3,Tools,,15/05/2018
5,Ag Valley Cooperative,Business,6,500,Free,0,Everyone,2.3,4,74,Business,,26/06/2017
5,AI Today : Artificial Intelligence News & AI 101,News and magazines,43,100,Free,0,Everyone,1,4.4,2.3,News & Magazines,,22/06/2018
5,AJ Blue Icon Pack,Personalization,4,50,Paid,0.99,Everyone,1.1,4.1,31,Personalization,,27/04/2018
5,AJ Cam,Photography,44,100,Free,0,Everyone,1,4.1,2.8,Photography,,23/01/2018
5,AJ Gray Dark Icon Pack,Personalization,2,10,Paid,0.99,Everyone,1.1,4.1,35,Personalization,,29/04/2018
5,AJ Men's Grooming,Lifestyle,2,100,Free,0,Everyone,5,4.1,22,Lifestyle,,28/08/2017
5,AJ Rafael Music Lessons,Family,1,10,Free,0,Everyone,1.2.1,4.1,8.2,Entertainment,,29/11/2017
5,AJ RETAILS,Shopping,9,10,Free,0,Everyone,18060104,2.2,0.17,Shopping,,01/06/2018
5,Anatomy & Physiology Vocabulary Exam Review App,Medical,1,5,Free,0,Everyone,2,4,4.6,Medical,,02/08/2018
5,Android P Style Icon Pack,Personalization,1,100,Paid,0.99,Everyone,1,4.1,60,Personalization,,16/06/2018
5,30WPM Amateur ham radio Koch CW Morse code trainer,Family,1,10,Paid,1.49,Everyone,2.0.2,2.1,3.7,Education,,18/05/2018
4.9,Ek Onkar,Family,107,10000,Free,0,Everyone,1.3,4,18,Entertainment,,03/04/2016
4.9,Ek Onkar Mantras,Lifestyle,82,5000,Free,0,Everyone,1,4.1,5,Lifestyle,,07/08/2016
4.9,EP Horlogerie,Lifestyle,18,1000,Free,0,Everyone,4.0.2,4.0.3,24,Lifestyle,,28/03/2018
4.9,EV Calculator,Tools,85,1000,Free,0,Everyone,1.2,4.1,19,Tools,,05/07/2018
5,CARDIAC CT TECHNIQUE,Medical,6,1000,Free,0,Everyone,2,4.0.3,17,Medical,,10/03/2018
5,Cb browser,Communication,5,50,Free,0,Everyone,1,4,3.7,Communication,,02/04/2018
5,CB Fit,Health and fitness,1,10,Free,0,Everyone,4.2.2,4.1,7.8,Health & Fitness,,09/07/2018
5,CB Heroes,Social,5,5,Free,0,Everyone,1.2.4,5,1.8,Social,,04/08/2018
5,CB News,Family,7,50,Free,0,Everyone,1.2.0,4.1,20,Education,,10/09/2016
5,CB Register,Family,1,10,Free,0,Everyone,1,4.1,5.6,Entertainment,,27/06/2018
5,CB VIDEO VISION,Photography,13,100,Free,0,Everyone,0.0.2,4.1,2.6,Photography,,12/09/2017
5,CD CHOICE TUBE,Family,10,500,Free,0,Everyone,0.0.4,4.1,5.8,Entertainment,,23/07/2017
5,CE Smart,Tools,3,100,Free,0,Everyone,2.2.0,4.1,29,Tools,,28/05/2018
5,CF,Finance,2,100,Free,0,Everyone,1.1,4,2,Finance,,30/03/2016
5,CF Life,Family,4,100,Free,0,Everyone,3.8.0,4.1,8.3,Education,,27/06/2018
5,CF Townsville,Health and fitness,4,100,Free,0,Everyone,4.2.2,4.1,14,Health & Fitness,,09/07/2018
5,CG - Chemistry free,Family,7,1000,Free,0,Everyone,1,4.0.3,2.3,Education,,25/05/2018
5,CG FM,Family,2,500,Free,0,Everyone,1.0.9,4.1,6.6,Entertainment,,31/01/2018
5,CG Jobs,Family,8,10,Free,0,Everyone,1.1,4.2,14,Education,,01/08/2018
5,CG Prints,Photography,1,100,Free,0,Everyone,1.0.5,4.3,2.3,Photography,,24/01/2017
5,Bacterial vaginosis Treatment - Sexual disease,Health and fitness,2,500,Free,0,Everyone,2,4.0.3,5.9,Health & Fitness,,25/06/2018
5,Barbers.BH,Lifestyle,2,10,Free,0,Everyone,2.1,4.0.3,6,Lifestyle,,24/05/2018
5,Bar-B-Q Rib House,Food and drink,2,50,Free,0,Everyone,0.8,2.3.3,33,Food & Drink,,08/03/2018
5,Barisal University App-BU Face,Family,100,1000,Free,0,Everyone,3.1.1,4.0.3,10,Education,,06/05/2018
5,Basics of Orthopaedics,Medical,1,10,Free,0,Everyone,1,4.1,5.6,Medical,,27/07/2018
5,BC MVA Fines,Books and reference,5,50,Paid,1.75,Everyone,1,4.1,7.2,Books & Reference,,08/10/2015
5,"Beacon Baptist Jupiter, FL",Lifestyle,14,100,Free,0,Everyone,2.4,4.0.3,2.6,Lifestyle,,13/10/2017
5,BG Guide,Travel and local,3,100,Free,0,Everyone,1.1,2.3.3,2.4,Travel & Local,,28/11/2016
5,Bh Public School,Family,2,10,Free,0,Everyone,1.2,4.0.3,8.7,Education,,21/03/2018
5,BI APP,Finance,2,100,Free,0,Everyone,1.8,4,2.7,Finance,,19/02/2016
5,BI News,News and magazines,22,1000,Free,0,Everyone,1.5.0,4.1,25,News & Magazines,,10/06/2018
5,BJ Foods,Business,3,10,Free,0,Everyone,2.7,4.1,1.5,Business,,07/02/2018
5,BK Arogyam Task Track,Business,8,100,Free,0,Everyone,1.1.1,4.1,3.7,Business,,05/06/2018
5,BK Formula Calculator,Tools,6,100,Free,0,Everyone,0.1.1,4.2,11,Tools,,08/08/2015
5,BK Gold App,Finance,4,50,Free,0,Everyone,1.0.0,4.4,11,Finance,,25/05/2018
5,Bk Usha behn,Lifestyle,10,1000,Free,0,Everyone,1,4.1,3,Lifestyle,,14/01/2018
5,BK Video Status,Family,13,100,Free,0,Everyone,2.3,4.4,2.1,Entertainment,,07/07/2018
5,BL Flowers Digital,Shopping,21,100,Free,0,Everyone,1.6,4.2,2.5,Shopping,,31/10/2017
5,BM Physiotherapy Clinic,Health and fitness,3,100,Free,0,Everyone,0.0.1,4.1,9.3,Health & Fitness,,09/10/2017
5,BM speed test,Tools,1,10,Free,0,Everyone,2,4.4,3.7,Tools,,13/07/2018
5,BM SPM Practice,Family,6,1000,Free,0,Everyone,1,4.1,9.2,Education,,24/01/2018
5,BP Journal - Blood Pressure Diary,Medical,6,1000,Free,0,Everyone,1.0.32,4.4,26,Medical,,25/05/2018
5,BP Log lite,Lifestyle,3,100,Free,0,Everyone,1.1,2.2,1.5,Lifestyle,,15/11/2014
5,Brick Breaker BR,Game,7,5,Free,0,Everyone,1,4.1,19,Arcade,,23/07/2018
5,BS-Mobile,Communication,1,50,Free,0,Everyone,0.1,2.3,0.67,Communication,,03/09/2015
5,BU Study,Family,7,10,Free,0,Everyone,1,4.0.3,5.6,Education,,07/12/2017
5,BV,Communication,3,100,Free,0,Everyone,"1,01",3,1.6,Communication,,04/08/2016
5,BV Mobile Apps,Productivity,3,100,Free,0,Everyone,2,4.2,4.8,Productivity,,05/06/2018
5,BV Sridhara Maharaj,Family,8,100,Free,0,Everyone,1.1,4.1,2.7,Entertainment,,03/12/2017
5,BxPort - Bitcoin Bx (Thailand),Finance,4,50,Free,0,Everyone,1.0.4,4.2,4.1,Finance,,14/07/2018
5,C B Patel Health Club,Health and fitness,5,100,Free,0,Everyone,1.0.1,4.4,14,Health & Fitness,,02/07/2018
4.8,Gainesville Florida Police Department,Lifestyle,4,500,Free,0,Everyone,1.1,4.1,15,Lifestyle,,22/11/2017
4.8,German Listening,Family,18298,500000,Free,0,Everyone,2.94,2.3.3,8,Education,,23/07/2018
4.8,OnePlus Icon Pack,Personalization,440,500000,Free,0,Everyone,1.9.2.180419172639.dbf3246,5,0.9,Personalization,,23/05/2018
4.8,Ovia Pregnancy Tracker & Baby Countdown Calendar,Medical,102858,1000000,Free,0,Everyone,2.2.4,4.3,9.8,Medical,,03/08/2018
4.8,Park Limousine: Realistic Limo Parking Simulator,Family,4,1000,Free,0,Everyone,1,4,25,Simulation,,20/07/2018
4.8,Pedometer - Step Counter Free & Calorie Burner,Health and fitness,31139,1000000,Free,0,Everyone,1.0.11,4.1,6.9,Health & Fitness,,24/07/2018
4.8,Period Tracker Clue: Period and Ovulation Tracker,Health and fitness,570242,10000000,Free,0,Everyone,5.0.2,4.1,20,Health & Fitness,,02/08/2018
4.8,Live Tennis Rankings / LTR,Sports,1660,10000,Free,0,Everyone,3.9,4.0.3,4.7,Sports,,05/06/2018
4.8,Live Weather Pro,Weather,892,10000,Free,0,Everyone,1.1,4.4,17,Weather,,17/07/2018
4.8,Lose Weight in 30 Days,Health and fitness,220125,10000000,Free,0,Everyone,1.0.14,4,11,Health & Fitness,,31/07/2018
4.8,Magana Jari ce Littafi Na Uku : Part 3 of 3,Family,65,5000,Free,0,Everyone,1,4,55,Education,,19/11/2017
4.8,Materialistic P Wallpapers,Personalization,24,1000,Free,0,Everyone,2.244,5,3.6,Personalization,,03/08/2018
4.8,Mobilight-BM,Finance,6,500,Free,0,Everyone,2.0.10,4.0.3,6.2,Finance,,03/08/2018
4.8,Morse Machine for Ham Radio,Communication,341,5000,Paid,0.99,Everyone,iu4,2,9.6,Communication,,20/02/2015
4.8,Nature Sounds,Lifestyle,28588,1000000,Free,0,Everyone,3.1.8,4.0.3,24,Lifestyle,,01/03/2018
4.8,Neon Glow C - Icon Pack,Personalization,557,10000,Paid,0.99,Everyone,4.5.0,4.0.3,74,Personalization,,27/07/2018
4.8,NFP 2018,Events,8,500,Free,0,Everyone,1.0.3,4.2,16,Events,,09/01/2018
4.8,FG VOC,Business,6,1000,Free,0,Everyone,2.1.5,4.1,7.7,Business,,07/08/2018
4.8,File Manager by Xiaomi: release file storage space,Tools,337532,10000000,Free,0,Everyone,V1-180703,4.4,15,Tools,,11/07/2018
4.8,Find a Way: Addictive Puzzle,Family,39480,500000,Free,0,Everyone,4.1.1,4.1,14,Puzzle,,16/06/2017
4.8,"Fines of the State Traffic Safety Inspectorate are official: inspection, payment of fines",Auto and vehicles,116986,5000000,Free,0,Everyone,1.9.7,4.0.3,35,Auto & Vehicles,,02/08/2018
4.8,Firefighters First CU,Finance,495,5000,Free,0,Everyone,5.7.1.0,5,12,Finance,,01/05/2018
4.8,FiSwitch,Tools,615,10000,Paid,1.99,Everyone,5.2,5,2,Tools,,24/07/2018
4.8,FK Crvena Zvezda Izzy,Tools,1456,50000,Free,0,Everyone,1.2,4.4,15,Tools,,14/11/2016
4.8,Fr Lupupa Sermons,Business,19,100,Free,0,Everyone,1,4.4,21,Business,,12/06/2018
4.8,English Grammar Test,Education,4075,500000,Free,0,Everyone,2.1.8,4.0.3,5.1,Education,,22/06/2018
4.8,FreePrints â€“ Free Photos Delivered,Photography,109500,1000000,Free,0,Everyone,2.18.2,4.1,37,Photography,,02/08/2018
4.8,Kristian Hla Bu,Books and reference,238,10000,Free,0,Everyone,1,4,27,Books & Reference,,25/05/2018
4.8,"K-Spapp, the K-Space app",Family,39,1000,Free,0,Everyone,1.53,4.0.3,3.6,Education,,09/02/2017
4.8,Learn alif ba ta,Family,23,10000,Free,0,Everyone,1.0.2,2.3,35,Educational,Education,28/11/2017
4.8,Unicorn Pokez - Color By Number,Comics,516,50000,Free,0,Everyone,1.0.6,4.4,12,Comics,Creativity,03/08/2018
4.8,Video Downloader - for Instagram Repost App,Video players,332623,10000000,Free,0,Everyone,1.1.58,4.1,4.6,Video Players & Editors,,27/07/2018
4.8,VitusVet: Pet Health Care App,Medical,3052,100000,Free,0,Everyone,3.8.0,4.1,12,Medical,,31/07/2018
4.8,"Viva Decora - Decoration, Photos, Architecture, House",House and home,3167,100000,Free,0,Everyone,2.0.0,5,7.5,House & Home,,03/08/2018
4.8,Vlogger Go Viral - Tuber Game,Family,1304467,10000000,Free,0,Everyone,2.9,4.1,68,Strategy,,27/07/2018
4.8,Weather forecast,Weather,159455,1000000,Free,0,Everyone,1.11.93,4.4,10,Weather,,08/05/2018
4.8,Weather Live Pro,Weather,17493,100000,Paid,4.49,Everyone,1.3,4.4,11,Weather,,20/04/2018
4.8,Space Z ðŸŒ ðŸš€Icon Pack Theme,Personalization,201,1000,Paid,1.49,Everyone,1.2.7,4.0.3,68,Personalization,,04/08/2018
4.8,Sportractive GPS Running Cycling Distance Tracker,Health and fitness,48276,1000000,Free,0,Everyone,3.0.6,4.4,7.5,Health & Fitness,,04/08/2018
4.8,Stop Smoking - EasyQuit free,Health and fitness,39068,500000,Free,0,Everyone,1.2.2,4.1,4,Health & Fitness,,07/07/2018
4.8,sustainability@BU,Lifestyle,10,1000,Free,0,Everyone,4.2.7,4.1,11,Lifestyle,,18/01/2018
4.8,TeamWard â€“ live help for LoL,Family,3136,100000,Free,0,Everyone,2.19.6,4.0.3,2.7,Entertainment,,27/06/2018
4.8,The 5th Stand,Sports,1664,100000,Free,0,Everyone,1.2.677,4.4,17,Sports,,31/07/2018
4.8,The 5th Stand,Sports,1697,100000,Free,0,Everyone,1.2.677,4.4,17,Sports,,31/07/2018
4.8,The Daily BJ,Health and fitness,38,500,Free,0,Everyone,1.1,5,24,Health & Fitness,,10/07/2018
4.8,The first year of a baby's life,Parenting,7505,100000,Free,0,Everyone,1.1.27.477-free,2.3,9.1,Parenting,,07/01/2017
4.8,The Pursuit of God,Books and reference,6,1000,Free,0,Everyone,5,3,1.6,Books & Reference,,14/02/2017
4.8,The T Factor,Events,48,1000,Free,0,Everyone,8.8,4.2,13,Events,,26/09/2017
4.8,Tickets SDA 2019 + Exam RF,Auto and vehicles,7021,500000,Free,0,Everyone,1.79,4,17,Auto & Vehicles,,27/07/2018
4.8,Tiny Scanner Pro: PDF Doc Scan,Business,10295,100000,Paid,4.99,Everyone,3.4.6,3,39,Business,,11/04/2017
4.8,QR Code Pro,Productivity,5865,100000,Paid,4.49,Everyone,1,4.1,15,Productivity,,18/07/2018
4.8,Quran for All (Al-Huda Int.),Family,6696,100000,Free,0,Everyone,3.1.0,4,5.3,Education,,07/02/2018
4.8,R File Manager,Tools,17,50,Free,0,Everyone,v2,4.4,6.7,Tools,,05/05/2018
4.8,Radiological Anatomy For FRCR1,Medical,12,100,Paid,6.99,Everyone,1.3,4,44,Medical,,22/01/2014
4.8,Rainbow - Journal & Activities,Parenting,6668,100000,Free,0,Everyone,2.5.9,4.1,20,Parenting,,28/03/2018
4.8,RÐ¾hi.af,News and magazines,46,1000,Free,0,Everyone,1.0.1,4.1,46,News & Magazines,,01/05/2017
4.8,ReadEra â€“ free ebook reader,Books and reference,47303,1000000,Free,0,Everyone,18.05.31+530,4.1,21,Books & Reference,,02/06/2018
4.8,Revita.bg,Health and fitness,10,10,Free,0,Everyone,3.55,4,4,Health & Fitness,,13/06/2018
4.8,SarashpazPapion (Cooking with Chef Bowls),Food and drink,1250,50000,Free,0,Everyone,3.2.7,4.1,13,Food & Drink,,28/07/2018
4.8,Sermon on Proverbs CH Spurgeon,Game,35,10000,Free,0,Everyone,1.0.0,4,3.1,Trivia,,29/07/2016
4.8,Shopping List S PRO,Shopping,14,100,Paid,2.49,Everyone,2.1,4.1,2.7,Shopping,,16/05/2018
4.8,Should I Answer?,Communication,237468,1000000,Free,0,Everyone,2018.1.715,4,8.8,Communication,,26/07/2018
4.8,Sleep Sounds,Health and fitness,51227,1000000,Free,0,Everyone,4.0.1,4.0.3,28,Health & Fitness,,13/07/2018
4.8,Pino chess,Family,61,1000,Free,0,Everyone,0.1.0,4,25,Casual,Brain Games,26/01/2017
4.8,Pixel Oreo/P Dark White AMOLED UI - Icon Pack,Personalization,18,5000,Paid,1.49,Everyone,5.1,4.0.3,16,Personalization,,21/06/2018
4.8,Pixxy KWGT,Personalization,60,1000,Paid,0.99,Everyone,4.0.1,5,78,Personalization,,29/07/2018
4.8,Pixyfy: coloring by number coloring book,Family,22290,500000,Free,0,Everyone,18.08.05,4,13,Puzzle,,05/08/2018
4.8,Pocket AC,Photography,130,1000,Paid,9.99,Everyone,3.1.1,4.1,4.4,Photography,,27/06/2018
4.8,POLARIS 2MFG,Family,1228,10000,Free,0,Everyone,1.7,4.1,29,Education,,28/03/2018
4.8,Prana Breath: Calm & Meditate,Health and fitness,31665,1000000,Free,0,Everyone,8.2.0_8,4,8.4,Health & Fitness,,19/07/2018
4.8,Pregnancy Calculator and Tracker app,Medical,69126,1000000,Free,0,Everyone,2.6.1,4.1,61,Medical,,01/06/2018
4.8,Pregnancy Week By Week,Medical,78825,1000000,Free,0,Everyone,1.2.16,4.1,11,Medical,,02/08/2018
4.8,Prom MakeUp Tutorial,Beauty,104,10000,Free,0,Everyone,1.3,4.0.3,12,Beauty,,26/06/2018
4.8,Puppy Shooting an AK-47: Platformer Zombie Game,Game,21,1000,Free,0,Everyone,0.46.91,4.4,89,Arcade,,30/03/2018
4.8,DS-Students,Family,5,100,Free,0,Everyone,2,4.1,8.4,Education,,03/07/2018
4.8,dt Pro,Finance,4,1000,Free,0,Everyone,3.1,2.2,4.5,Finance,,16/05/2017
4.8,Du Chinese â€“ Mandarin Lessons,Family,3390,100000,Free,0,Everyone,1.5.0,4.1,9.2,Education,,03/10/2017
4.8,DU CS Lectures - Learn to Code for Free,Family,16,100,Free,0,Everyone,4,4.1,7.8,Education,,29/07/2018
4.8,"DU Recorder â€“ Screen Recorder, Video Editor, Live",Video players,2588730,50000000,Free,0,Everyone,1.7.1.3,5,9.7,Video Players & Editors,,30/07/2018
4.8,DV 2018 Winners Guide,Books and reference,11,1000,Free,0,Everyone,1.09,4.2,0.59,Books & Reference,,23/07/2017
4.8,EB-Link,Business,6,100,Free,0,Everyone,1.2.7,4.2,11,Business,,07/06/2018
4.8,EF Coach,Health and fitness,17,500,Free,0,Everyone,1.1.1,4.4,14,Health & Fitness,,12/03/2018
4.8,"Even - organize your money, get paid early",Finance,12304,100000,Free,0,Everyone,6.0.16,5,21,Finance,,02/08/2018
4.8,Faceoff DP Battle App,Family,38,1000,Free,0,Everyone,5.2,4.4,6.7,Entertainment,,15/06/2018
4.8,Fantasy theme dark bw black building,Art and design,41,5000,Free,0,Everyone,1.0.2,4,1.9,Art & Design,,20/03/2018
4.8,FD Calculator | Term Deposit | Fixed Deposit,Finance,12,1000,Free,0,Everyone,2.1,5,2.7,Finance,,13/06/2018
4.8,FE Connect,Tools,24,5000,Free,0,Everyone,2.3.0,4.0.3,4.5,Tools,,14/09/2017
4.8,El FalÄ±,Family,36968,1000000,Free,0,Everyone,1.2.9,2.3,16,Entertainment,,03/11/2017
4.8,Elif Ba - Learn The Holy Quran,Family,1491,50000,Free,0,Everyone,1.3,4.1,38,Education,,31/10/2017
4.8,Dr. B.R.Ambedkar,Social,1902,100000,Free,0,Everyone,1.3,2.1,5.2,Social,,05/06/2014
4.8,go41cx,Family,171,1000,Paid,10,Everyone,1.7.0,2.2,1,Education,,18/10/2016
4.8,GoodRx Drug Prices and Coupons,Medical,59158,1000000,Free,0,Everyone,5.4.8,4.1,11,Medical,,26/07/2018
4.8,GPS Speedometer and Odometer,Maps and navigation,15865,1000000,Free,0,Everyone,10,4.1,3.3,Maps & Navigation,,03/08/2018
4.8,Hactar Go,Family,97,1000,Paid,2.99,Everyone,2.4.15,4,3.5,Board,Brain Games,30/03/2018
4.8,Harley Quinn wallpapers HD,Art and design,192,10000,Free,0,Everyone,1.5,3,6,Art & Design,,25/04/2018
4.8,Home Workout for Men - Bodybuilding,Health and fitness,12705,1000000,Free,0,Everyone,1.0.2,4,15,Health & Fitness,,10/07/2018
4.8,Hospitalist Handbook,Medical,12,1000,Paid,19.99,Everyone,6.0.4,4.1,18,Medical,,05/06/2017
4.8,How do I take care of my child?,Parenting,190,100000,Free,0,Everyone,1.5,4,6.8,Parenting,,24/06/2018
4.8,Human Dx,Medical,6,500,Free,0,Everyone,Human Dx,6,16,Medical,,04/08/2018
4.8,INTERACTIVE CALCULUS FOR MATHS AND PHYSICS,Family,53,1000,Free,0,Everyone,1.3,4.0.3,4.4,Education,,28/02/2018
4.8,IRS W-9 form,Business,492,10000,Free,0,Everyone,1.7.11,5,27,Business,,26/07/2018
4.8,Job Search by ZipRecruiter,Business,148945,1000000,Free,0,Everyone,5.2.8,5,25,Business,,19/07/2018
4.8,K keyboard - Myanmar,Tools,1955,100000,Free,0,Everyone,1.0.8,4.1,14,Tools,,17/03/2018
4.8,K.MOJI,Family,16,500,Paid,1.99,Everyone,1,4.2,8.9,Entertainment,,09/05/2017
4.8,Kernel Manager for Franco Kernel âœ¨,Tools,12700,100000,Paid,3.49,Everyone,3.2.5,5,10,Tools,,03/08/2018
4.8,Koran Read &MP3 30 Juz Offline,Books and reference,29551,1000000,Free,0,Everyone,1.0.7,4.0.3,67,Books & Reference,,06/04/2018
4.6,Map of Cyprus offline,Travel and local,470,10000,Free,0,Everyone,3.9,2.3,21,Travel & Local,,12/03/2018
4.8,Chemin (fr),Books and reference,44,1000,Free,0,Everyone,0.8,2.2,0.6,Books & Reference,,23/03/2014
